date, pm25, pm10, o3, no2, so2, co
3/4/2015, ,35,25,12,4,9
3/5/2015, ,41,21,10,3,9
3/6/2015, ,38,23,10,3,8
3/7/2015, ,33,18,10,6,7
3/8/2015, ,26,25,11,3,9
3/9/2015, ,25,31,9,6,10
3/10/2015, ,28,25,12,3,10
3/11/2015, ,33,30,15,2,9
3/12/2015, ,36,32,12,2,9
3/13/2015, ,41, , , , 
3/16/2015, ,32,27,12,2,10
3/17/2015, ,35,25,11,3,10
3/18/2015, ,38,30,11,4,12
3/19/2015, ,32,34,10,3,13
3/20/2015, ,36,22,10,3,11
3/21/2015, ,41,35,14,3,12
3/22/2015, ,36,27,13,4,11
3/23/2015, ,37,24,27,5,14
3/24/2015, ,39,65,20,5,12
3/25/2015, ,55,42,27,5,16
3/26/2015, ,46,46,27,4,14
3/27/2015, ,54,59,32,4,15
3/28/2015, ,55,55,21,4,12
3/29/2015, ,43,23,13,3,12
3/30/2015, ,35,22,10,3,11
3/31/2015, ,32,31,10,4,11
10/1/2014, ,32,18,27,15,8
10/2/2014, ,26,36,35,14,12
10/3/2014, ,28,26,37,11,15
10/4/2014, ,44,22,22,15,14
10/5/2014, ,33,14,24,16,13
10/6/2014, ,22,25,17,13,12
10/7/2014, ,23,14,20,2,9
10/8/2014, ,29,21,29,2,11
10/9/2014, ,21,23,18,9,8
10/10/2014, ,31,16,14,1,9
10/11/2014, ,17,30,25,2,11
10/12/2014, ,27,36,29,8,15
10/13/2014, ,57,36,26,2,12
10/14/2014, ,54,49,29,2,12
10/15/2014, ,58,67,34,2,13
10/16/2014, ,69,49,31,2,14
10/17/2014, ,69,43,29,1,14
10/18/2014, ,53,25,19,1,9
10/19/2014, ,41,20,19,2,10
10/20/2014, ,28,23,29,2,14
10/21/2014, ,25,18,30,3,14
10/22/2014, ,38,17,21,6,9
10/23/2014, ,38,10,27,2,11
10/24/2014, ,30,16,24,5,10
10/25/2014, ,29,24,20,7,7
10/26/2014, ,21,24,27,3,13
10/27/2014, ,30,36,26,2,10
10/28/2014, ,28,21,28,2,11
10/29/2014, ,29,37,39,4,15
10/30/2014, ,34,30,32,8,14
10/31/2014, ,51,19,23,3,11
11/1/2014, ,34,23,25,1,11
11/2/2014, ,28,21,21,5,9
11/3/2014, ,27,13,23,2,14
11/4/2014, ,28,16,27,3,14
11/5/2014, ,27,22,25,3,14
11/6/2014, ,47,17,31,3,16
11/7/2014, ,38,18,27,7,11
11/8/2014, ,37,23,23,12,16
11/9/2014, ,43,31,26,2,14
11/10/2014, ,41,40,36,4,13
11/11/2014, ,44,33,35,3,11
11/12/2014, ,54,29,25,2,10
11/13/2014, ,44,30,23,2,11
11/14/2014, ,26,40,30,5,12
11/15/2014, ,39,33,29,5,10
11/16/2014, ,44,32,28,2,12
11/17/2014, ,43,37,19,6,9
11/18/2014, ,39,53,25,2,10
11/19/2014, ,43,49,36,2,11
11/20/2014, ,55,49,35,3,11
11/21/2014, ,61,43,33,4,10
11/22/2014, ,59,39,36,3,10
11/23/2014, ,59,42,35,4,12
11/24/2014, ,55,46,33,3,11
11/25/2014, ,60,54,36,3,9
11/26/2014, ,60,35,34,3,7
11/27/2014, ,53,20,45,4,18
11/28/2014, ,46,35,50,4,20
11/29/2014, ,70, , , , 
12/1/2014, ,51,10,36,3,12
12/2/2014, ,37,25,32,2,15
12/3/2014, ,34,27,38,3,15
12/4/2014, ,43,13,27,2,11
12/5/2014, ,37,27,35,3,11
12/6/2014, ,35,34,37,2,13
12/7/2014, ,44,23,35,2,12
12/8/2014, ,48,38,33,2,12
12/9/2014, ,37,40,29,1,12
12/10/2014, ,43,33,32,2,10
12/11/2014, ,41,44,27,2,11
12/12/2014, ,44,29,31,2,10
12/13/2014, ,46,50,35,2,10
12/14/2014, ,48,51,42,4,13
12/15/2014, ,58,32,36,5,10
12/16/2014, ,62,36,20,4,8
12/17/2014, ,52,45,32,5,14
12/18/2014, ,55,42,40,5,14
12/19/2014, ,60,44,40,4,14
12/20/2014, ,68,35,33,3,14
12/21/2014, ,63,50,26,6,11
12/22/2014, ,54,49,39,5,12
12/23/2014, ,65,44,38,7,10
12/24/2014, ,70,48,29,5,10
12/25/2014, ,63,45,35,5,11
12/26/2014, ,58,31,37,4,14
12/27/2014, ,55,27,21,3,10
12/28/2014, ,40, , , , 
7/1/2014, ,37,22,17,3,7
7/2/2014, ,35,23,17,3,7
7/3/2014, ,30,25,16,2,6
7/4/2014, ,26,19,15,3,5
7/5/2014, ,23,20,13,2,6
7/6/2014, ,22,17,14,5,6
7/7/2014, ,18,12,13,3,7
7/8/2014, ,18,13,15,3,5
7/9/2014, ,17,11,15,3,6
7/10/2014, ,17,15,12,4,6
7/11/2014, ,24,15,11,3,5
7/12/2014, ,26,25,14,2,6
7/13/2014, ,21,13,21,4,8
7/14/2014, ,22,14,18,3,7
7/15/2014, ,25,20,21,4,8
7/16/2014, ,24,18,16,3,7
7/17/2014, ,23,13,17,3,7
7/18/2014, ,21,9,15,2,7
7/19/2014, ,21,12,15,2,7
7/20/2014, ,27,16,18,3,7
7/21/2014, ,38,18,18,3,6
7/22/2014, ,33,24,19,4,7
7/23/2014, ,24,15,18,3,7
7/24/2014, ,26,14,19,3,7
7/25/2014, ,30,14,19,3,6
7/26/2014, ,33,16,18,4,7
7/27/2014, ,25,8,20,5,9
7/28/2014, ,25,17,20,8,10
7/29/2014, ,34,20,18,8,10
7/30/2014, ,41,14,18,11,11
7/31/2014, ,43,16,17,7,9
8/1/2014, ,42,10,16,10,8
8/2/2014, ,39,11,13,5,8
8/3/2014, ,39,10,14,10,9
8/4/2014, ,34,10,14,6,7
8/5/2014, ,26,12,13,6,8
8/6/2014, ,25,10,12,6,7
8/7/2014, ,27,14,11,4,7
8/8/2014, ,23,15,12,11,6
8/9/2014, ,21,13,11,7,7
8/10/2014, ,23,18,11,9,7
8/11/2014, ,21,17,11,4,6
8/12/2014, ,26,17,11,6,6
8/13/2014, ,24,12,13,5,7
8/14/2014, ,22,11,13,5,7
8/15/2014, ,24,19,18,10,8
8/16/2014, ,31,5,13,7,6
8/17/2014, ,31,24,21,3,8
8/18/2014, ,21,20,18,3,6
8/19/2014, ,25,17,23,3,7
8/20/2014, ,28,16,20,3,7
8/21/2014, ,26,15,25,5,10
8/22/2014, ,28,16,24,5,7
8/23/2014, ,39,21,16,2,6
8/24/2014, ,32,20,19,9,7
8/25/2014, ,25,19,17,12,7
8/26/2014, ,31,34,22,11,9
8/27/2014, ,25,20,17,13,8
8/28/2014, ,27,16,14,6,7
8/29/2014, ,22,13,16,4,7
8/30/2014, ,24,11,13,12,7
8/31/2014, ,21,13,12,15,8
9/1/2014, ,21,10,13,10,7
9/2/2014, ,21,11,16,5,9
9/3/2014, ,24,15,15,8,8
9/4/2014, ,29,15,14,7,7
9/5/2014, ,24,19,14,2,5
9/6/2014, ,22,17,14,2,5
9/7/2014, ,21,18,13,6,7
9/8/2014, ,21,23,15,2,6
9/9/2014, ,20,18,16,5,7
9/10/2014, ,21,21,20,3,8
9/11/2014, ,23,17,18,3,6
9/12/2014, ,26,19,15,2,7
9/13/2014, ,26,21,13,3,5
9/14/2014, ,25,17,15,7,6
9/15/2014, ,25,13,21,4,8
9/16/2014, ,29,15,15,15,14
9/17/2014, ,22,11,15,3,5
9/18/2014, ,17,15,19,3,7
9/19/2014, ,22,29,19,3,6
9/20/2014, ,24,29,15,2,4
9/21/2014, ,24,21,19,3,7
9/22/2014, ,25,20,16,3,5
9/23/2014, ,30,15,21,7,8
9/24/2014, ,27,21,28,7,11
9/25/2014, ,27,30,21,5,7
9/26/2014, ,28,31,25,3,7
9/27/2014, ,28,4,18,10,9
9/28/2014, ,18,28,35,4,8
9/29/2014, ,32,21,32,5,9
9/30/2014, ,26,45,31,5,11
4/1/2014, ,30,23,15,2,7
4/2/2014, ,38,23,12,3,7
4/3/2014, ,39,25,14,3,7
4/4/2014, ,36,43,21,3,7
4/5/2014, ,47,34,18,4,6
4/6/2014, ,48,35,12,2,5
4/7/2014, ,34,66,20,3,7
4/8/2014, ,46,65,25,3,8
4/9/2014, ,62,44,24,3,9
4/10/2014, ,67,29,25,3,9
4/11/2014, ,66,46,25,5,9
4/12/2014, ,65,47,23,4,9
4/13/2014, ,61,43,19,3,8
4/14/2014, ,57,58,21,2,8
4/15/2014, ,42,32,16,3,7
4/16/2014, ,41,31,18,3,7
4/17/2014, ,36,25,16,5,7
4/18/2014, ,37,20,18,3,6
4/19/2014, ,34,24,15,10,6
4/20/2014, ,27,23,16,9,6
4/21/2014, ,28,26,15,7,6
4/22/2014, ,27,28,17,4,8
4/23/2014, ,33,18,17,4,7
4/24/2014, ,38,22,18,4,7
4/25/2014, ,34,17,19,4,6
4/26/2014, ,34,22,13,4,5
4/27/2014, ,30,18,23,4,7
4/28/2014, ,28,17,22,9,8
4/29/2014, ,33,22,20,3,6
4/30/2014, ,31,19,12,3,6
5/1/2014, ,32,29,21,3,8
5/2/2014, ,35,21,15,3,5
5/3/2014, ,37,31,21,4,7
5/4/2014, ,26,22,19,4,8
5/5/2014, ,21,32,24,3,9
5/6/2014, ,34,27,27,12,10
5/7/2014, ,33,23,23,3,9
5/8/2014, ,41,19,10,2,5
5/9/2014, ,32,33,12,2,6
5/10/2014, ,34,27,15,2,7
5/11/2014, ,33,34,13,3,6
5/12/2014, ,22,24,13,3,5
5/13/2014, ,20,32,18,3,7
5/14/2014, ,22,35,16,3,5
5/15/2014, ,20,33,17,3,6
5/16/2014, ,20,28,15,3,6
5/17/2014, ,27,13,19,2,7
5/18/2014, ,26,32,19,3,8
5/19/2014, ,24,38,17,4,7
5/20/2014, ,26,36,16,3,6
5/21/2014, ,23,18,15,3,6
5/22/2014, ,25,16,14,2,5
5/23/2014, ,25,36,19,3,6
5/24/2014, ,24,24,22,3,7
5/25/2014, ,28,34,27,3,8
5/26/2014, ,35,15,19,4,7
5/27/2014, ,39,25,22,2,7
5/28/2014, ,27,35,20,3,6
5/29/2014, ,27,43,18,4,7
5/30/2014, ,27,40,16,3,6
5/31/2014, ,23,18,16,2,7
6/1/2014, ,25,34,18,2,7
6/2/2014, ,19,37,15,2,6
6/3/2014, ,21,24,17,2,7
6/4/2014, ,22,10,17,2,7
6/5/2014, ,25,15,18,2,6
6/6/2014, ,24,15,15,2,6
6/7/2014, ,22,10,14,3,7
6/8/2014, ,25,12,14,4,7
6/9/2014, ,23,12,15,5,6
6/10/2014, ,27,9,13,2,6
6/11/2014, ,27,15,15,2,6
6/12/2014, ,24,16,16,2,5
6/13/2014, ,23,14,13,4,4
6/14/2014, ,19,13,11,4,5
6/15/2014, ,21,15,12,3,5
6/16/2014, ,31,19,16,2,5
6/17/2014, ,28,11,15,2,6
6/18/2014, ,31,15,14,3,5
6/19/2014, ,38,15,16,3,5
6/20/2014, ,45,10,18,3,6
6/21/2014, ,53,13,16,3,6
6/22/2014, ,54,16,19,2,7
6/23/2014, ,38,17,17,3,6
6/24/2014, ,31,9,14,2,6
6/25/2014, ,26,6,13,2,7
6/26/2014, ,31,9,21,3,12
6/27/2014, ,40,13,16,3,7
6/28/2014, ,40,14,12,3,7
6/29/2014, ,38,14,19,2,7
6/30/2014, ,41,11,17,2,7
1/1/2014, ,84,90,48,5,16
1/2/2014, ,84,119,63,7,14
1/3/2014, ,103,95,57,7,13
1/4/2014, ,101,52,34,1, 
1/5/2014, ,95,69,52,6,14
1/6/2014, ,78,61,46,9,11
1/7/2014, ,88,64,55,8,14
1/8/2014, ,79,36,47,5,11
1/9/2014, ,95,38,33,2,9
1/10/2014, ,67,48,33,2,11
1/11/2014, ,67,49,30,3,14
1/12/2014, ,64,40,24,2,6
1/13/2014, ,60,44,23,1,9
1/14/2014, ,54,46,28,2,7
1/15/2014, ,59,49,38,3,9
1/16/2014, ,65,50,43,4,14
1/17/2014, ,72,44,25,1,9
1/18/2014, ,65,69,23,1,10
1/19/2014, ,69,68,39,5,12
1/20/2014, ,81,27,37,2,11
1/21/2014, ,79,62,18,5,12
1/22/2014, ,80,58,45,4,15
1/23/2014, ,95,79,47,8,18
1/24/2014, ,92,4,72,11,27
1/25/2014, ,107, , , , 
1/27/2014, ,128,57,42,4,13
1/28/2014, ,94,49,52,6,14
1/29/2014, ,74,43,48,6,15
1/30/2014, ,81,44,31,7,12
1/31/2014, ,72,48,31,6,13
2/1/2014, ,64,49,29,5,9
2/2/2014, ,59,66,37,7,10
2/3/2014, ,59,32,21,6,9
2/4/2014, ,64,32,25,3,8
2/5/2014, ,55,35,26,4,8
2/6/2014, ,52,23,20,2,7
2/7/2014, ,45,21,17,4,7
2/8/2014, ,40,42,20,3,7
2/9/2014, ,37,46,33,6,9
2/10/2014, ,45,21,22,4,8
2/11/2014, ,55,22,20,3,7
2/12/2014, ,41,20,22,4,7
2/13/2014, ,44,31,22,3,7
2/14/2014, ,46,17,19,2,4
2/15/2014, ,42,32,20,2,8
2/16/2014, ,42,34,22,2,8
2/17/2014, ,49,31,25,3,8
2/18/2014, ,50,35,23,4,8
2/19/2014, ,52,37,22,5,11
2/20/2014, ,56,37,32,3,13
2/21/2014, ,65,71,39,4,15
2/22/2014, ,75,53,22,2,10
2/23/2014, ,56,44,23,3,9
2/24/2014, ,50,38,26,4,8
2/25/2014, ,49,37,24,4,9
2/26/2014, ,52,33,23,2,8
2/27/2014, ,52,30,26,3,8
2/28/2014, ,48,32,22,3,7
3/1/2014, ,44,38,19,3,7
3/2/2014, ,45,37,24,5,9
3/3/2014, ,46,45,16,3,7
3/4/2014, ,50,39,21,4,7
3/5/2014, ,49,36,18,3,6
3/6/2014, ,51,34,18,3,5
3/7/2014, ,46,34,18,3,6
3/8/2014, ,44,28,16,3,6
3/9/2014, ,46,30,19,3,7
3/10/2014, ,46,34,21,4,7
3/11/2014, ,41,30,17,4,6
3/12/2014, ,42,26,20,3,9
3/13/2014, ,48,31,23,5,8
3/14/2014, ,50,32,22,2,9
3/15/2014, ,43,4,22,6,6
3/16/2014, ,43,48,14,3,11
3/17/2014, ,53,26,14,3,8
3/18/2014, ,41,17,19,3,8
3/19/2014, ,34,32,23,3,8
3/20/2014, ,45,42,23,5,9
3/21/2014, ,52,12,23,3,8
3/22/2014, ,55,55,28,4,11
3/23/2014, ,54,51,28,2,10
3/24/2014, ,58,41,23,2,8
3/25/2014, ,51,35,23,3,8
3/26/2014, ,42,25,27,3,8
3/27/2014, ,42,21,29,2,8
3/28/2014, ,46,24,26,3,8
3/29/2014, ,46,14,16,2,6
3/30/2014, ,33,9,18,3,6
3/31/2014, ,21,16,17,2,7
1/2/2016, , ,63,27,3,12
12/31/2014, , ,38,23,3,8
3/15/2015, , ,23,13,3,9
11/30/2014, , ,40,36,4,11
12/31/2013, , ,68,33,3,7
1/26/2014, , ,54,53,6,18
1/1/2016, , , ,23, ,8
